Protein,Cluster 0 Mean Expression,Cluster 1 Mean Expression,Difference (Cluster 1 - Cluster 0)
IL3RB,14.278230954054054,14.286102013033707,0.0078710589796529
CSEN,5.865063791144144,5.840242647179775,-0.02482114396436952
PGD2 synthase,6.564274931522522,6.612262009595506,0.047987078072983635
MXRA8,8.54102229845045,8.442058715898877,-0.09896358255157267
DHX9,8.689718857522523,8.666237407022471,-0.023481450500051793
PSB6,7.26633953936036,7.322008794752809,0.05566925539244849
RASN,8.696023722171171,8.659202115438202,-0.036821606732969414
PARP,9.247783189567569,9.326057205044943,0.07827401547737445
C99L2,9.31402748618919,9.216420246044944,-0.09760724014424582
TSEAR,11.359058264576577,11.311438372730338,-0.047619891846238716
BMP RIB,9.31754942062162,9.25786021164045,-0.059689208981170694
LAT,11.444487982522523,11.41983599247191,-0.024651990050612582
NKG2F,10.658482355675675,10.609735421606741,-0.04874693406893371
TOIP2,11.17035717709009,11.365365179662922,0.19500800257283224
TEX29,7.343790693693693,7.3090460622359545,-0.03474463145773843
PCDH9,9.010538641819819,9.061884947067416,0.051346305247596646
ITM2C,7.503533038207207,7.467284468280899,-0.03624856992630843
PGRP-I-alpha,12.273277526306307,12.249977018089888,-0.023300508216419047
LYSM3,9.911494569090092,9.962326980573033,0.05083241148294171
SLIK3,8.854145219981982,8.923028023539326,0.06888280355734366
MFAP2,13.059145076666667,13.061709322808989,0.002564246142322091
MGAT1,10.957063064567567,10.960730259842697,0.0036671952751294867
CST8,13.633669973873873,13.577887544382023,-0.05578242949185075
b2-Microglobulin,8.397606358531531,8.285676731741573,-0.11192962678995855
PUF60,7.890462251297297,7.912999594078652,0.022537342781355107
SFTA2,7.958207557045045,7.842514032280898,-0.11569352476414618
SG196,11.918716062423423,11.659506937483146,-0.25920912494027704
TM108,8.3700456320991,8.331298526089888,-0.03874710600921105
NDUS4,8.497380148486487,8.455821168202247,-0.041558980284239766
SIAT9,9.585953113918919,9.669068900337079,0.0831157864181602
RET1L,7.213468907324325,7.370625305292134,0.15715639796780945
HIS3,12.400279864324323,12.408696400337078,0.008416536012754605
APMAP,9.234682605342343,9.236804471438202,0.0021218660958588487
TOIP1,10.082694974927927,10.094184754224719,0.011489779296791625
HIS1,11.583023241261262,11.482785504831462,-0.1002377364298006
PLOD3,10.363385139837836,10.410858597932585,0.04747345809474801
CASC4,9.198872045153154,9.315473245775282,0.11660120062212798
MYP0,9.681505855855855,9.71735980580899,0.03585394995313429
PDXL2,11.814134008027025,12.019203675662922,0.20506966763589674
megalin,8.552486107882883,8.562745134483146,0.0102590266002629
PSP-94,9.01251007109009,9.043992974146068,0.031482903055978895
PRR16,10.83522194063063,10.785106052191011,-0.05011588843961867
MUC1,9.785029905585587,9.729002372438202,-0.05602753314738429
APLP2,7.171527449072072,7.180575471629213,0.009048022557140989
HTAI2,11.664375167063062,11.725750316764044,0.061375149700982234
K1324,7.798185932225225,7.879155976573033,0.08097004434780786
TINF2,11.002222043963965,11.189935242921349,0.18771319895738436
NOE3,8.53268062072973,8.353002885022471,-0.17967773570725853
ASCC1,8.205220751900901,8.234352976573033,0.029132224672132168
INSI1,7.620738319963964,7.69496186983146,0.07422354986749635
GNPTG,8.067065202810811,8.01793602460674,-0.04912917820407081
CA185,8.27167912136036,8.09034111735955,-0.18133800400081057
STX4,14.185187234054053,14.202323554719102,0.017136320665049
SP-B,8.774063884306306,8.822703320910112,0.04863943660380521
KLRG2,8.940382841324324,9.167611523550562,0.22722868222623838
WF10B,10.852631214414416,10.922328639662922,0.0696974252485063
LRP1,12.081483621351351,12.152860954494383,0.07137733314303141
IGS11,9.744980960585586,9.767859908101125,0.022878947515538428
COSA1,8.256247975072071,8.32240472241573,0.0661567473436584
SDS3,7.916112740045045,7.75921162841573,-0.15690111162931508
LRMP,6.423059917450451,6.478650290011236,0.05559037256078536
SIA7C,7.050359170810811,6.996103670764045,-0.05425550004676616
GON2,9.105473800306306,9.157441787089887,0.0519679867835805
ZPBP2,9.556853132567568,9.566368152382022,0.009515019814454462
CLM7,13.817729832252251,13.736437863146069,-0.0812919691061822
ACE,10.512718313423424,10.559099280157303,0.0463809667338797
PSMD5,10.365318663801803,10.332197216404495,-0.033121447397308046
HSP 70,13.836444431441441,13.893944908314605,0.057500476873164175
HS3S5,13.175160621981982,13.053087589438203,-0.12207303254377955
Serpin B1,9.289579003756756,9.225454945629213,-0.06412405812754329
PCDB2,12.332275512207206,12.30807551152809,-0.024200000679115874
ADAM7,11.86843951990991,11.851558710674157,-0.016880809235752636
Prokineticin-2,9.733713150738739,9.733223874865168,-0.0004892758735710601
UCN3,10.036679879072071,9.887695483719101,-0.14898439535297037
KERA,9.171047994720722,9.114058596382021,-0.056989398338700425
TMED2,8.129000352,8.142429151022473,0.013428799022472404
GPR64,9.653036047297297,9.352869607033707,-0.30016644026358996
CGAT2,6.7098954529639645,6.665251943842697,-0.04464350912126758
CLC4G,9.188144546981981,9.187111434337078,-0.0010331126449028005
LRC52,10.526833823288289,10.586065711955056,0.05923188866676732
CLM2,8.700686420126127,8.787302201314608,0.08661578118848112
Collagen-binding protein,9.912068737396396,9.84710650711236,-0.06496223028403669
KLRB1,11.489453685414416,11.696671597955056,0.20721791254064037
CD1A,10.71412530518919,10.841497751449438,0.12737244626024768
HABP4,11.19808755263964,11.238423129932585,0.04033557729294479
PILRA isoform FDF03-M14,9.357423104171172,9.321646654730337,-0.03577644944083502
ASM,8.979074081009008,9.028464032696629,0.04938995168762084
VSI10,9.271445288378377,9.300536201,0.029090912621622778
K0494,9.934693721972973,10.028833757022472,0.09414003504949875
B4GT6,9.144553225747748,9.159088622471911,0.014535396724163263
HHIP,10.581713922342342,10.573181666629214,-0.008532255713127768
A4GCT,9.046763361144144,9.101277746505618,0.05451438536147357
GCNT4,14.781637393513513,14.844724763033707,0.06308736952019345
SIG15,14.047297057027029,14.038299228764046,-0.008997828262982566
BTNL3,14.852030293423423,14.877538098202248,0.025507804778824195
IL27B,9.820159763297296,9.787433606022471,-0.03272615727482453
HNRDL,11.591158786036035,11.596893723483145,0.005734937447110511
P4R3A,9.787090645432432,9.814147564179775,0.02705691874734306
BRAT1,10.550779216396396,10.53601758247191,-0.014761633924486262
F163B,6.904689732261262,6.8817361173258425,-0.022953614935419253
Desmocollin-1,9.780971500945947,9.95168121783146,0.17070971688551317
CF089,10.119158034117119,10.189469951303371,0.07031191718625251
MRAP2,9.980063404765765,9.852807137876404,-0.1272562668893613
LCTL,11.69018718126126,11.525962788876406,-0.1642243923848543
OSMR,12.078653322522523,12.14336396494382,0.06471064242129643
TM11B,12.712601055045045,12.836045110224719,0.12344405517967338
STMN2,10.210435061216216,10.171322402426966,-0.03911265878925008
STX8,10.334653518963963,10.282691025685393,-0.05196249327856961
NTRI,11.64910411818018,11.606422045595506,-0.04268207258467349
GLT13,8.924490944936936,8.990954318977527,0.0664633740405911
CEAM4,6.255319007954955,6.209488728033708,-0.045830279921246664
PLA2R,10.42726141836036,10.471737254247191,0.044475835886832016
GBGT2,10.619835584144143,10.654360864146067,0.03452528000192423
NEUFC,8.425033730864865,8.448587237044944,0.023553506180078898
CABP8,8.277837177684685,8.304090383078652,0.02625320539396725
sLFA-3,11.594819653243244,11.597656465730337,0.002836812487092999
PKHA4,9.014581264468468,9.057139965426966,0.04255870095849801
SRCA,9.087714309918919,9.134154858157304,0.04644054823838495
Syntaxin-6,8.93612009500901,8.925521910134831,-0.010598184874178074
PLD3,10.660334076585585,10.686316922595505,0.025982846009920735
RLA2,8.729086768738739,8.840927242044943,0.11184047330620395
CLC2A,10.408873211666666,10.414583246977529,0.005710035310862338
CLC10,9.449519377063062,9.50420107069663,0.05468169363356701
GCSH,10.425302610621621,10.42551871883146,0.00021610820983930523
BET1L,8.97488488609009,9.027003645033709,0.05211875894361917
TIG3,10.612969267108108,10.626229838943821,0.01326057183571372
ISK7,9.028560234567568,9.176391782842696,0.14783154827512845
MUCL1,11.220117529189189,11.233580763932585,0.013463234743396058
UCMA,9.975274941288289,9.957607303550562,-0.01766763773772695
SOM2,8.295070172018018,8.35427183005618,0.05920165803816069
NRG3,12.177867154657658,12.187327758595506,0.009460603937847978
LRRK2,10.007228250549549,10.023034393820224,0.015806143270674866
Osteocalcin,11.48694641198198,11.482865401011235,-0.0040810109707454245
IL-5,9.351214247405405,9.454190522719102,0.10297627531369713
IgA,8.324814966486485,8.263860452741573,-0.06095451374491212
LPPL,14.67546751081081,14.46247760280899,-0.21298990800181983
HEMK2,10.517666923270271,10.29312112616854,-0.22454579710173128
PDXK,14.4251110290991,14.245240567977527,-0.17987046112157223
TLR4,9.274153737252252,9.317894428550561,0.04374069129830893
REG4,11.331695774594595,11.560717398089887,0.2290216234952922
HSP 27,8.594822424306306,8.606337730235955,0.011515305929648889
YKL-40,7.983123106999999,7.998528391258427,0.015405284258427798
TEN3,12.179053702252252,12.112205572808989,-0.06684812944326346
SVEP1,10.402776609495495,10.331290499022472,-0.07148611047302289
TM119,10.723699743405405,10.795500343033707,0.07180059962830221
KISHA,10.265531349495495,10.286848589606741,0.02131724011124625
CK087,8.687538157162162,8.542913147595506,-0.14462500956665636
SPT20,9.09159223354955,9.185601104101123,0.0940088705515727
NAT14,10.128894076882881,10.107841614348315,-0.021052462534566274
SPG21,9.238147272621623,9.105919713033707,-0.13222755958791588
TRIO,9.978165806765766,10.050066794876404,0.07190098811063805
T132C,8.65611569118018,8.565804329617977,-0.09031136156220221
BMP15,9.025290126396396,8.998316345292135,-0.026973781104260297
CACB4,10.436110359405404,10.448398668808988,0.012288309403583497
RF1ML,12.586470532072072,12.570216159438202,-0.016254372633870418
RM55,10.107130731126126,10.250875472764044,0.14374474163791717
RUNX3,10.604683306306306,10.569675871685392,-0.03500743462091371
CO1A1,9.67863660491892,9.723226430674156,0.044589825755236845
ANGL1,9.733786453054055,9.734654109707865,0.0008676566538099451
DB116,10.07260005191892,10.089342150303372,0.01674209838445151
K154L,11.921592338198199,11.793725305146067,-0.12786703305213187
TBX22,9.667908873675676,9.769192666977528,0.10128379330185133
TRML1,8.661442159630631,8.644446678449437,-0.016995481181194094
TLR1,11.955272011621622,12.036832695505616,0.0815606838839944
kallikrein 13,10.268010883243242,10.184785538089889,-0.08322534515335356
NF2L1,10.175341942612613,10.16337079741573,-0.011971145196882915
CO6A5,9.556275822801803,9.51169432088764,-0.04458150191416266
BICR1,10.89602729963964,10.919345486067416,0.023318186427776055
RN122,11.622948870810811,11.639811151573033,0.01686228076222207
SPG20,9.374624414234233,9.405250763910113,0.030626349675879183
EQTN,9.233598255792792,9.299130784146067,0.06553252835327505
F162B,10.078163445927927,10.112338029134833,0.03417458320690514
TEN2,9.335206823666669,9.365791196786518,0.030584373119848962
MTMR1,10.362461049954955,10.312505096662921,-0.049955953292034394
MEG10,12.359260651171173,12.340445510337078,-0.018815140834094635
filamin A,11.143654611207207,11.342154229123595,0.19849961791638826
MILR1,10.028098648936936,9.968473576674157,-0.059625072262779355
PCAT2,10.572179475099098,10.574112639089888,0.001933163990790021
K2C5,10.090765585405405,10.040208554382023,-0.05055703102338249
TSSK1,11.544884100540541,11.59749060622472,0.052606505684179794
SMRC1,10.1933020769009,10.227294660561798,0.03399258366089697
GCH1,12.681471305855856,12.698228989438203,0.016757683582346417
TMM52,8.237004743675675,8.189268335932585,-0.047736407743089515
CL12A,8.538244873180181,8.752133277629213,0.21388840444903146
YMEL1,11.19626257936937,11.260815730449437,0.06455315108006765
TINAL,10.190600581630632,10.131572663314607,-0.0590279183160245
HNF1A,7.81577771463964,7.832971516067416,0.01719380142777638
SIT1,9.449207685135136,9.440224592988763,-0.00898309214637294
Collagen alpha-3(VI),11.09163151018018,11.063522743146066,-0.028108767034114024
CR3L1,13.340298036126127,13.547252105730339,0.2069540696042118
TRUA,9.369137204054056,9.30959545324719,-0.05954175080686497
TBX5,12.38023455027027,12.46319425730337,0.0829597070330994
CXAR,12.369271793603604,12.353330688988764,-0.01594110461483922
Integrin beta-7,12.887373195405406,12.90350605494382,0.01613285953841448
Macrophage scavenger receptor,14.15587081153153,13.942204107303372,-0.21366670422815837
NAGPA,12.078069404414414,12.006731022224718,-0.07133838218969579
TBCE,9.303450250774775,9.343806431629213,0.04035618085443815
TXND5,12.092287703873874,12.06615543719101,-0.026132266682862948
DNJB9,10.581639638648648,10.746442703247192,0.16480306459854432
CAD15,8.958941179297296,8.908218936595507,-0.05072224270178971
CTBP1,8.787858242846847,8.77633084711236,-0.011527395734486134
TPMT,9.600197821702702,9.520480580730338,-0.07971724097236432
FGFP3,12.336576480540542,12.284062832696629,-0.05251364784391299
CJ105,10.399969940315314,10.503423651629213,0.10345371131389847
TM154,10.501026659405406,10.489986412202247,-0.01104024720315877
UBE3A,9.411151618990992,9.368750598685393,-0.04240102030559889
TBL2,7.468893463315315,7.485211495033708,0.0163180317183933
RIC3,10.427262731666668,10.431626764561798,0.004364032895130876
ERN1,10.026745794432431,9.987496621685393,-0.039249172747037875
ADXL,8.275306862351352,8.31677910677528,0.04147224442392883
PCOC1,11.796851084234234,11.815354757415731,0.01850367318149715
TMPS6,9.754117917774774,9.701326310876404,-0.0527916068983707
ARLY,10.714605603621623,10.544113870674158,-0.17049173294746467
TGM1,11.083173718198198,11.060276078539324,-0.022897639658873814
GPR110,10.268384794666668,10.281026870685393,0.012642076018725135
NAGS,12.168549026756757,12.048739378764045,-0.11980964799271199
HEM4,10.562136958648649,10.569335474157304,0.0071985155086551345
LRCH4,8.430404682216217,8.457245990977528,0.026841308761310856
PPN,7.6454571263333335,7.568793520921348,-0.07666360541198536
DHPR,12.417507135315315,12.400967393932584,-0.016539741382731066
MAdCAM-1,7.67961427763063,7.666941978370787,-0.012672299259843811
SPA4L,10.903256692378378,10.774763261303372,-0.12849343107500566
TRABD,11.066303716873874,11.25259866803371,0.18629495115983552
CASQ1,11.189267753333334,11.165207922471911,-0.024059830861423492
XDH,8.855522539135135,8.850152211910112,-0.005370327225023175
Retinal dehydrogenase 1,10.346616264,10.412763344516854,0.06614708051685447
SELPL,13.507913045675675,13.505392945842697,-0.0025200998329779623
CHC10,11.127222200432433,10.938906418134831,-0.18831578229760204
GSTT2,9.359876026342342,9.352469435988764,-0.007406590353577158
LRP1B,9.469004610468469,9.418346303831461,-0.050658306637007655
ATF6A,11.041463557117117,11.052544247977528,0.011080690860410414
COL11A2,9.542995748018019,9.545950431876404,0.0029546838583858204
GABR1,9.257448635864865,9.290451334966292,0.03300269910142717
DCE1,10.772058350108107,10.687297141067416,-0.08476120904069084
GRB7,11.128738613423423,11.23077406505618,0.10203545163275685
DCAF5,10.010732027603604,10.043371392292135,0.03263936468853146
LAIR1,9.708128263387389,9.758869219179775,0.0507409557923868
Cytochrome b5,9.925982078990991,9.965133127516854,0.03915104852586282
5NTC,9.743837156513512,9.773198583932585,0.029361427419072328
KC1D,7.434763362162163,7.456490611921348,0.021727249759185163
SCAR3,10.496835102297299,10.422946725629213,-0.07388837666808534
LRRN1,10.401373760846846,10.38806800207865,-0.01330575876819573
NOTC2,12.468354371801802,12.415824791011236,-0.05252958079056569
SORT,10.237827810846847,10.283585092078651,0.045757281231804114
TENR,9.814783733702702,9.825968444426966,0.011184710724263525
SAMH1,9.480044049621622,9.501318785348314,0.02127473572669203
WWP1,11.562276159981982,11.496014804606741,-0.06626135537524114
CR3L4,9.809054366486487,9.858989002213482,0.04993463572699497
RAG-1,10.37153175899099,10.363113467741574,-0.008418291249416399
PMS2,9.851705870351351,9.845040675449438,-0.006665194901913196
PHS,9.432427096180179,9.340175501842698,-0.09225159433748154
PPM1D,8.264924199990991,8.238857956966292,-0.026066243024699176
MRE11,8.015619759846848,7.970767425550562,-0.044852334296285434
CHFR,10.80736054045045,10.830490294494382,0.023129754043932138
PXDNL,14.58572720009009,14.605418435730337,0.019691235640246774
BTG2,9.521244709324323,9.58806529311236,0.06682058378803646
USB1,9.225694102792792,9.205018963370787,-0.020675139422005273
CSK2B,7.99567251581982,7.930875877786517,-0.06479663803330293
RHG25,7.52692750118018,7.436760067696629,-0.0901674334835505
LIRB3,14.401362865585586,14.236298953483146,-0.16506391210243976
FANCF,9.826689306765767,9.859730880348314,0.033041573582547556
BLK,9.708955556450451,9.77602764811236,0.06707209166190786
PXDC2,8.357044366036035,8.338389003651685,-0.018655362384350838
Transaldolase,9.239804799198199,9.348909809730337,0.10910501053213828
P4HA2,12.024023697837839,11.99006533505618,-0.03395836278165909
NHEJ1,8.708500698603604,8.713782441426966,0.005281742823362023
TITIN,10.858121569,10.898241375157303,0.04011980615730337
Phospholipase C-beta-1,12.679142945855856,12.466823325955055,-0.21231961990080173
IF5A2,12.457063514504505,12.442928653146067,-0.014134861358437334
DGC14,9.615107605981981,9.572699826000001,-0.0424077799819802
GRB10,10.535606334891892,10.514032171674158,-0.021574163217733755
RRM1,8.953242170225225,8.971613483685394,0.01837131346016818
TP,13.197982390810811,13.001640970337078,-0.1963414204737326
AQP4,9.32796775672072,9.300541390516853,-0.027426366203867403
MFN1,9.220306328594596,9.346469863089888,0.1261635344952925
TEN4,11.46205738954955,11.417712529213484,-0.044344860336066105
ADHX,8.868195080108109,8.816314785157303,-0.051880294950805705
INP5E,11.119535503243243,11.143897898764045,0.024362395520801883
GP101,9.068872092900902,9.041278506988764,-0.027593585912137897
ZNF18,8.112920731171172,8.069700298022472,-0.04322043314870072
FOXL2,11.81180505927928,11.672644498988763,-0.1391605602905166
ADH7,10.493187462558557,10.46605014852809,-0.027137314030467152
KSYK,11.684357157387387,11.636047349438202,-0.0483098079491846
PRPS1,8.230484619306306,8.177121192258427,-0.053363427047878886
BIEA,12.022913567297298,11.939429809775282,-0.08348375752201598
Keratin 7,10.819949048738739,10.82586541483146,0.005916366092721503
ATF6B,9.393742154945945,9.415314107876405,0.02157195293045966
HE4,10.657477863333334,10.664142043932584,0.0066641805992500025
Carbonic Anhydrase VIII,7.925243418396397,7.998712356606741,0.07346893821034417
MVK,9.973266457882882,10.019429831314607,0.04616337343172461
FAK2,10.369371552306307,10.306561692,-0.06280986030630586
DNAI1,9.57516792909009,9.52351271264045,-0.05165521644964066
RN146,10.707775615045046,10.711089237752809,0.003313622707763031
KMT2C,12.02278587981982,12.04155598235955,0.018770102539731326
CARD9,7.517813063315315,7.530926503056179,0.013113439740863875
ACAD8,12.676603265585586,12.703022493033709,0.026419227448123195
PLS3,11.299407644684685,11.34256508224719,0.04315743756250612
FBXL4,10.00547542963063,10.10813590994382,0.1026604803131903
EHD4,10.615000306126126,10.564170304146067,-0.05083000198005827
DLX3,11.963495237747749,11.938659956179775,-0.024835281567973766
FAAA,12.761631295675675,12.726502073707865,-0.035129221967810764
RUFY1,7.187291703252252,7.189315241707865,0.002023538455612872
PDLI1,9.62166129309009,9.629390621932584,0.007729328842493999
hnRNP C1/C2,9.672188487720721,9.670040666955057,-0.002147820765664221
DTX1,13.335575766936937,13.284649757528088,-0.05092600940884928
RECQ1,9.875502867117117,9.832507732280899,-0.042995134836218085
PQBP1,10.147578963144145,10.207545937617978,0.05996697447383248
TECT2,13.82080380918919,13.658513825505617,-0.16228998368357317
AINX,10.395997450135134,10.40008946352809,0.004092013392956062
DNJB2,9.126994045702702,9.148576147191012,0.021582101488309746
RHPN2,14.267399162432433,14.214357870449437,-0.05304129198299634
SOCS-3,9.405967388045045,9.446163524382023,0.04019613633697716
PYGL,15.402913412792794,15.339694643595505,-0.06321876919728808
DNER,10.790767604054054,10.830512886741573,0.039745282687519534
RPC6,9.848649040954955,9.834313051325843,-0.014335989629111978
EIF3G,8.769882130936937,8.80979200452809,0.039909873591152945
GALE,11.33147122363964,11.537679348179774,0.20620812454013304
PCBP1,11.345769067657658,11.389463966966293,0.043694899308635016
ELL,8.176207832234235,8.14429389258427,-0.03191393964996436
RBM9,10.821160605864865,10.951771463314605,0.13061085744974044
RELB,10.390899773756756,10.305297197460675,-0.08560257629608081
GP135,10.906847388837837,10.943706218426966,0.03685882958912856
RBM19,12.780513740000002,12.675724724606741,-0.10478901539326024
VPS4A,9.837488063144145,9.854881422853932,0.017393359709787504
"Aldehyde dehydrogenase, class 3",13.546187561441442,13.417235101573034,-0.1289524598684082
TIMD3,9.17941359327027,9.166221152640448,-0.0131924406298225
ZN174,12.666337692072071,12.729026065955056,0.06268837388298465
UBL4A,10.607131126540539,10.648273150853932,0.041142024313392866
DYL2,14.830596018828828,14.641542686966291,-0.18905333186253692
ELL2,10.313112368351351,10.308026388730337,-0.005085979621014758
Apo L1,8.872369517738738,8.868455611370786,-0.00391390636795208
CD38,10.127833999675675,10.177333837707865,0.04949983803219027
CD59,9.363945887198199,9.370838249831461,0.00689236263326265
FABPL,9.643949903531531,9.71365454316854,0.06970463963700801
HEM3,11.207108144324325,11.277328544494383,0.07022040017005793
GI24,10.473094085477477,10.450582999146068,-0.022511086331409302
LRIT3,11.47133488063063,11.478190506629215,0.006855625998584358
MYSM1,9.851646010873873,9.853401142449439,0.001755131575565727
TFR2,8.818274518216215,8.83355239735955,0.015277879143335227
DCMC,9.140065323612612,9.127355137606742,-0.012710186005870483
ATPK,12.344626335765765,12.341178225842697,-0.003448109923068543
FOXO3A,8.02469158136036,8.117141697550561,0.09245011619020183
TM230,10.796471153423424,10.71461010022472,-0.08186105319870407
LIMA1,8.740829769774775,8.735640905865168,-0.005188863909607377
PHF3,10.320403421495495,10.360759621146068,0.04035619965057258
CYGB,10.238152128324323,10.16168493575281,-0.07646719257151346
MUSK,9.315323595351352,9.341299177179774,0.025975581828422634
MPIP1,12.650018088018017,12.753072408202248,0.10305432018423133
ISL1,8.934053209738739,8.939726682685393,0.005673472946654101
HM20B,11.928041952522522,11.971131858314608,0.043089905792086824
ARFG1,8.379168107297296,8.352800701865169,-0.026367405432127455
SMUF1,8.117471755243244,8.098020496494382,-0.019451258748862443
NFAC4,10.810789576396395,10.854336043483146,0.043546467086750695
DPOE2,9.364125062072072,9.299544849842697,-0.06458021222937482
SYTL4,11.092610958738739,11.071523106179775,-0.021087852558963505
ZNF23,11.750679788918918,11.75897234730337,0.00829255838445242
Keratin 72,9.791859801594594,9.64656786605618,-0.14529193553841324
ZNF10,9.446498638846847,9.46145363413483,0.014954995287983053
FKB1B,11.32146373027027,11.368962708876404,0.047498978606133946
BAP29,10.5080847940991,10.546681975539325,0.038597181440225725
NKG2E,8.314113162945945,8.300080203213483,-0.014032959732462658
DYN2,10.175588575522521,10.210088776044943,0.03450020052242131
